,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
232,The Big Lebowski,46189568.0,15000000.0,5533844.0,8.1,117,692882.0,1.85
233,Great Expectations,55494066.0,25000000.0,9593290.0,6.9,111,49671.0,2.35
234,Wag the Dog,64217092.0,15000000.0,7778122.0,7.2,97,76414.0,1.85
235,Hard Rain,2600000.0,70000000.0,8009024.0,5.9,97,31171.0,2.35
236,The Replacement Killers,35100000.0,30000000.0,8046553.0,6.2,87,26189.0,2.39
237,Blues Brothers 2000,26000000.0,28000000.0,6129615.0,4.9,123,30541.0,1.85
238,The Wedding Singer,123306987.0,18000000.0,21917127.0,6.8,97,129350.0,1.85
239,Sphere,13100000.0,80000000.0,18586765.0,6.1,134,96293.0,2.39
240,As Good as It Gets,314178011.0,50000000.0,12606928.0,7.7,139,263692.0,1.85
241,U.S. Marshals,102367405.0,60000000.0,16863988.0,6.5,131,92185.0,1.85
242,Lost in Space,136159423.0,80000000.0,20154919.0,5.2,130,67993.0,2.39
243,Mercury Rising,93107289.0,60000000.0,10104715.0,6.1,111,64831.0,2.39
244,City of Angels,198685114.0,55000000.0,15369048.0,6.7,114,110012.0,2.39
245,Deep Impact,349464664.0,75000000.0,41152375.0,6.2,120,155960.0,2.39
246,Quest for Camelot,15400000.0,40000000.0,6041602.0,6.3,86,14050.0,1.85
247,Godzilla,242700000.0,130000000.0,55726951.0,5.4,139,176749.0,2.20
248,Hope Floats,81471882.0,30000000.0,14210464.0,6.0,114,23529.0,1.85
249,A Perfect Murder,128038368.0,60000000.0,16615704.0,6.5,107,75954.0,1.85
250,Six Days Seven Nights,90500000.0,70000000.0,16485276.0,5.8,102,70246.0,2.39
251,Mulan,304320254.0,90000000.0,22745143.0,7.6,88,236662.0,1.85
252,The X Files,105300000.0,66000000.0,30138758.0,7.0,121,98064.0,2.39
253,Doctor Dolittle,294456605.0,71500000.0,29014324.0,5.4,85,88660.0,1.33
254,Out of Sight,77745568.0,48000000.0,12020435.0,7.0,123,82013.0,1.85
255,Armageddon,553709788.0,140000000.0,36089972.0,6.7,151,382954.0,2.20
256,Lethal Weapon 4,285444603.0,140000000.0,34048124.0,6.6,127,148155.0,2.39
257,Small Soldiers,71282547.0,40000000.0,14047592.0,6.2,108,88806.0,2.39
258,There's Something About Mary,369884651.0,23000000.0,13740644.0,7.1,119,281752.0,1.85
259,Rocky,225000000.0,960000.0,5000000.0,8.1,120,493774.0,1.33
260,Terms of Endearment,55800000.0,8000000.0,3498813.0,7.4,132,51995.0,1.85
261,Out of Africa,266185197.0,31000000.0,3637290.0,7.2,161,68007.0,1.37
262,Rain Man,354825435.0,25000000.0,7005719.0,8.0,133,455870.0,1.85
263,Repo Man,3750080.0,1500000.0,95300.0,6.9,92,32027.0,1.85
264,The Breakfast Club,51525171.0,1000000.0,5107599.0,7.9,97,331768.0,1.85
265,Friday the 13th,59754601.0,550000.0,5816321.0,6.5,95,112144.0,1.85
266,Halloween II,25533818.0,2500000.0,7676836.0,6.5,92,70625.0,2.35
267,Child's Play,10952000.0,9000000.0,6583000.0,6.6,87,82863.0,1.85
268,Child's Play 2,35763605.0,13000000.0,10718520.0,5.8,84,42679.0,1.85
269,Poltergeist,123606280.0,20.0,6896612.0,7.3,114,135125.0,2.20
270,The Exorcist,441306145.0,12000000.0,8157666.0,8.0,122,347378.0,1.37
271,Lethal Weapon,120207127.0,15000000.0,6829949.0,7.6,109,227254.0,1.85
272,Lethal Weapon 2,227853986.0,28000000.0,20388800.0,7.2,114,155026.0,2.20
273,Lethal Weapon 3,175000000.0,35000000.0,33243086.0,6.7,118,151224.0,2.20
274,The Mask of Zorro,156193000.0,65000000.0,22525855.0,6.7,136,162351.0,2.39
275,Back to the Future Part III,244527583.0,40000000.0,19089645.0,7.4,118,380082.0,1.37
276,The Poseidon Adventure,2846713.0,5000000.0,264850.0,7.1,117,39187.0,2.20
277,The Godfather: Part III,136766062.0,54000000.0,19558558.0,7.6,162,339466.0,1.37
278,Jane Austen's Mafia!,30182538.0,10000000.0,6577961.0,5.6,87,14171.0,1.85
279,Saving Private Ryan,481840909.0,70000000.0,30576104.0,8.6,169,1170108.0,1.85
280,"Honey, I Shrunk the Kids",222724172.0,18000000.0,14200000.0,6.3,93,136076.0,1.85
281,The 'Burbs,49102000.0,18000000.0,11101197.0,6.9,102,64665.0,1.85
282,The Jungle Book,64000000.0,4000000.0,7708029.0,7.6,78,158249.0,1.75
283,Lady and the Tramp,1284360.0,4000000.0,2804272.0,7.3,76,115999.0,1.37
284,The Little Mermaid,211343479.0,40000000.0,9814520.0,7.6,83,225412.0,1.66
285,One Hundred and One Dalmatians,215880014.0,4000000.0,10279044.0,7.2,79,145111.0,1.33
286,Peter Pan,407872.0,4000000.0,5611785.0,7.3,77,119325.0,1.66
287,Sleeping Beauty,1420935.0,6000000.0,2548698.0,7.2,75,128764.0,2.20
288,Tall Tale,2800000.0,32000000.0,3046181.0,5.9,96,3228.0,2.35
289,Indiana Jones and the Temple of Doom,333107271.0,28000000.0,33936113.0,7.6,118,425514.0,2.20
290,Ever After: A Cinderella Story,98005666.0,26000000.0,8526904.0,7.0,121,66753.0,2.39
291,Snake Eyes,103891409.0,73000000.0,16310373.0,6.0,98,73389.0,1.33
292,The Avengers,48500000.0,60000000.0,10305957.0,3.8,89,39809.0,1.85
293,Blade,131183530.0,45000000.0,17073856.0,7.1,120,235199.0,2.39
294,Beetlejuice,10846736.0,15000000.0,8000000.0,7.5,92,245378.0,1.85
295,The Untouchables,106240936.0,25000000.0,10023094.0,7.9,119,265999.0,2.20
296,Broadcast News,67331309.0,20000000.0,197542.0,7.2,133,25631.0,1.85
297,Hero,66807345.0,42000000.0,5210875.0,6.5,119,20382.0,1.85
298,Indecent Proposal,266600000.0,38000000.0,18300000.0,5.9,117,59497.0,1.85
299,Rush Hour,244386864.0,33000000.0,33001803.0,7.0,98,229119.0,2.39
300,Urban Legend,34455157.0,14000000.0,10515444.0,5.6,99,57227.0,2.35
301,The Thing,7821228.0,15000000.0,3107897.0,8.1,109,349604.0,2.20
302,The Player,28876701.0,8000000.0,302216.0,7.5,124,51592.0,1.85
303,Edward Scissorhands,86024005.0,20000000.0,159622.0,7.9,105,428985.0,1.85
304,Antz,171757863.0,105000000.0,17195160.0,6.5,83,142349.0,1.85
305,What Dreams May Come,71485043.0,85000000.0,15833592.0,7.1,113,98927.0,2.39
306,My Cousin Vinny,64088552.0,11000000.0,7416751.0,7.6,120,100902.0,1.85
307,Bride of Chucky,18288000.0,25000000.0,11830855.0,5.4,89,50162.0,1.85
308,Practical Magic,68169816.0,48000000.0,13104694.0,6.3,104,68685.0,2.39
309,Pleasantville,49789066.0,40000000.0,8855063.0,7.5,124,117606.0,1.37
310,American History X,23875127.0,7500000.0,1340166.0,8.5,119,991598.0,1.85
311,The Siege,116672912.0,70000000.0,13931285.0,6.4,116,66401.0,2.35
312,The Waterboy,185991646.0,20000000.0,39414071.0,6.1,90,143050.0,1.85
313,I Still Know What You Did Last Summer,44000000.0,25000000.0,16520038.0,4.7,100,66032.0,2.35
314,Meet Joe Black,142940100.0,90000000.0,15017995.0,7.2,178,203755.0,1.85
315,Enemy of the State,250649836.0,90000000.0,20038573.0,7.3,132,220052.0,2.39
316,The Rugrats Movie,140894675.0,24000000.0,27321470.0,5.9,79,17381.0,1.66
317,A Bug's Life,363398565.0,60000000.0,33258052.0,7.2,95,256006.0,1.33
318,King Kong,90614445.0,24000000.0,7023921.0,5.9,134,28507.0,2.35
319,Fletch,59612888.0,8000000.0,7022970.0,6.9,98,45569.0,1.85
320,The Money Pit,17500000.0,10000000.0,5344555.0,6.4,91,48617.0,1.85
321,Police Academy 2: Their First Assignment,40766497.0,7600000.0,10675896.0,5.8,87,49148.0,1.85
