title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
Happy Feet (2006),384335608.0,100000000.0,41533432.0,6.4,108,163425.0,1.33.1
Deja Vu (2006),180557550.0,75000000.0,20574802.0,7.0,126,284047.0,2.39
Bobby (2006),20597806.0,14000000.0,69039.0,7.0,117,40475.0,2.35
The Holiday (2006),205135324.0,85000000.0,12778913.0,6.9,136,231576.0,1.85
Harsh Times (2005),5967038.0,2000000.0,1968505.0,6.9,116,61467.0,1.85
The Nativity Story (2006),46432264.0,30000000.0,7849304.0,6.8,101,9614.0,2.35
Blood Diamond (2006),171407179.0,100000000.0,8648324.0,8.0,143,478693.0,2.35
Eragon (2006),174400164.0,100000000.0,23239907.0,5.1,104,119357.0,2.35
Rocky Balboa (2006),155721132.0,24000000.0,17003904.0,7.1,102,197211.0,1.85
Fur: An Imaginary Portrait of Diane Arbus (2006),2281089.0,16800000.0,28815.0,6.5,122,14881.0,1.85
The Good Shepherd (2006),99480480.0,110000000.0,14142760.0,6.7,167,96188.0,2.35
Dreamgirls (2006),154937680.0,70000000.0,378950.0,6.5,130,66302.0,2.35
The Good German (2006),5914908.0,32000000.0,76817.0,6.0,105,23513.0,1.66
Letters from Iwo Jima (2006),68673228.0,19000000.0,122548.0,7.9,141,149616.0,2.39
Happily N'Ever After (2006),38085778.0,47000000.0,6608244.0,4.5,75,9777.0,1.85
Stomp the Yard (2007),75511123.0,14000000.0,25876318.0,5.4,109,21349.0,2.35
The Hitcher (2007),25393046.0,10000000.0,7818239.0,5.6,84,39579.0,2.35
Bridge to Terabithia (2007),137587063.0,17000000.0,28536717.0,7.1,96,136914.0,1.85
Killer of Sheep (1978),456459.0,100000.0,31728.0,7.3,80,5726.0,1.37
Epic Movie (2007),86865564.0,20000000.0,18612544.0,2.4,86,99747.0,1.85
Norbit (2007),159313561.0,60000000.0,34195434.0,4.0,102,65415.0,1.85
Ratatouille (2007),623722818.0,150000000.0,47027395.0,8.0,111,608711.0,2.39
Ghost Rider (2007),228738393.0,110000000.0,52022908.0,5.2,110,215993.0,2.35
Music and Lyrics (2007),145896422.0,40000000.0,15875471.0,6.5,104,93858.0,1.85
Reno 911!: Miami (2007),22021262.0,10000000.0,10273477.0,5.9,84,25877.0,1.85
Black Snake Moan (2006),10903846.0,15000000.0,4143199.0,6.9,116,59611.0,2.35
Factory Girl (2006),2581387.0,7000000.0,195698.0,6.5,90,20356.0,1.85
Next (2007),77434049.0,70000000.0,7133049.0,6.2,96,144023.0,2.35
Zodiac (2007),84785914.0,65000000.0,13395610.0,7.7,157,422229.0,2.40
300 (2006),456068181.0,65000000.0,70885301.0,7.6,117,711429.0,2.35
Premonition (2007),84146832.0,20000000.0,17558689.0,5.9,96,70870.0,2.35
Dead Silence (2007),22217407.0,20000000.0,7842725.0,6.2,89,81480.0,2.39
Reign Over Me (2007),21418543.0,20000000.0,7460690.0,7.4,124,91355.0,2.35
Shooter (2007),95696996.0,61000000.0,14523571.0,7.2,124,300066.0,2.35
The Hills Have Eyes 2 (2007),37466538.0,15000000.0,9686362.0,5.1,89,58922.0,2.35
The Lookout (2007),4646830.0,16000000.0,2017795.0,7.0,99,55541.0,2.35
Blades of Glory (2007),145708642.0,61000000.0,33014202.0,6.3,93,152327.0,1.85
The Reaping (2007),62771059.0,40000000.0,10025203.0,5.6,99,41275.0,2.35
Meet the Robinsons (2007),169333034.0,150000000.0,25123781.0,6.8,95,83310.0,1.44
Seraphim Falls (2006),796992.0,18000000.0,155560.0,6.7,115,28455.0,2.35
Perfect Stranger (2007),73090611.0,60795000.0,11500000.0,5.7,109,43569.0,2.35
Disturbia (2007),117760134.0,20000000.0,22224982.0,6.8,105,212499.0,1.85
Vacancy (2007),35300645.0,19000000.0,7603376.0,6.2,85,91610.0,2.35
Spider-Man 3 (2007),890871626.0,258000000.0,151116516.0,6.2,139,479528.0,2.39
Knocked Up (2007),219076518.0,30000000.0,30690990.0,6.9,129,340293.0,1.85
Hairspray (2007),202548575.0,75000000.0,27476745.0,6.6,117,116039.0,2.39
Shrek the Third (2007),798958162.0,160000000.0,121629270.0,6.0,93,267991.0,1.85
Pirates of the Caribbean: At World's End (2007),963420425.0,300000000.0,139802190.0,7.1,169,574329.0,2.39
Gracie (2007),3036736.0,9000000.0,1355904.0,6.2,95,3927.0,2.35
Ocean's Thirteen (2007),311312624.0,85000000.0,36133403.0,6.9,122,307538.0,2.39
Hostel: Part II (2007),35633963.0,10000000.0,8203391.0,5.5,94,82678.0,2.35
Surf's Up (2007),149044513.0,100000000.0,17640249.0,6.7,85,65947.0,1.85
Fantastic Four: Rise of the Silver Surfer (2007),289047763.0,130000000.0,58051684.0,5.6,92,244557.0,2.35
Nancy Drew (2007),30666930.0,20000000.0,6832318.0,5.9,99,18739.0,2.35
Rescue Dawn (2006),7177143.0,10000000.0,110326.0,7.3,120,97767.0,1.85
A Mighty Heart (2007),16686371.0,16000000.0,3948863.0,6.6,108,26398.0,2.35
1408 (2007),131998242.0,25000000.0,20617667.0,6.8,104,248201.0,2.35
Live Free or Die Hard (2007),383531464.0,110000000.0,33369559.0,7.1,128,379301.0,2.35
Evan Almighty (2007),173418781.0,175000000.0,31192615.0,5.4,96,134691.0,2.35
Transformers (2007),709709780.0,150000000.0,70502384.0,7.0,144,581738.0,2.39
I Now Pronounce You Chuck & Larry (2007),186072214.0,85000000.0,34233750.0,5.9,115,136805.0,1.85
Across the Universe (2007),29367143.0,45000000.0,3824988.0,7.3,133,103665.0,2.35
The Simpsons Movie (2007),526745137.0,75000000.0,74036787.0,7.3,87,300498.0,1.85
I Know Who Killed Me (2007),9620399.0,12000000.0,3506291.0,3.6,105,25470.0,2.35
No Reservations (2007),92601050.0,28000000.0,11704357.0,6.3,104,68363.0,2.35
The Bourne Ultimatum (2007),442824138.0,110000000.0,69283690.0,8.0,115,590367.0,2.39
Superbad (2007),169871719.0,20000000.0,33052411.0,7.6,113,501299.0,1.85
Resurrecting the Champ (2007),3242427.0,13000000.0,1667659.0,6.7,112,19851.0,2.35
Rush Hour 3 (2007),258022233.0,140000000.0,49100158.0,6.2,91,147230.0,2.35
Sydney White (2007),13620075.0,16500000.0,5196380.0,6.2,108,44810.0,2.35
The Kingdom (2007),86658558.0,70000000.0,17135055.0,7.0,110,114592.0,2.35
War (2007),40686409.0,25000000.0,9820089.0,6.2,103,82944.0,2.35
Halloween (2007),80253908.0,15000000.0,30591759.0,6.1,109,105661.0,2.39
Death Sentence (2007),16974459.0,20000000.0,5337257.0,6.8,105,67265.0,2.35
3:10 to Yuma (2007),71171825.0,55000000.0,14035033.0,7.7,122,278155.0,2.35
The Brave One (2007),32972815.0,70000000.0,13471488.0,6.7,122,56945.0,2.35
Into the Wild (2007),56255142.0,15000000.0,212440.0,8.1,148,544698.0,2.35
The Game Plan (2007),147880543.0,22000000.0,22950971.0,6.1,110,55966.0,2.39
"Lust, Caution (2007)",67091915.0,15000000.0,63918.0,7.5,157,35678.0,1.85
The Heartbreak Kid (2007),127766650.0,60000000.0,14022105.0,5.8,116,82274.0,2.35
Dan in Real Life (2007),67938171.0,25000000.0,11809445.0,6.7,98,95540.0,1.85
The Darjeeling Limited (2007),35076923.0,17500000.0,1761335.0,7.2,91,172178.0,2.40
Michael Clayton (2007),92991835.0,25000000.0,719910.0,7.2,119,151733.0,2.35
Lars and the Real Girl (2007),11293523.0,12000000.0,90418.0,7.3,106,134493.0,1.85
30 Days of Night (2007),80276156.0,32000000.0,15951902.0,6.6,113,159561.0,2.35
Rendition (2007),27038732.0,27500000.0,4060012.0,6.8,122,53114.0,2.35
Saw IV (2007),139352633.0,10000000.0,31756764.0,5.9,93,135360.0,1.85
American Gangster (2007),266465037.0,100000000.0,43565135.0,7.8,157,377627.0,1.85
Bee Movie (2007),287594577.0,150000000.0,38021044.0,6.1,91,134212.0,1.85
No Country for Old Men (2007),171627166.0,25000000.0,1226333.0,8.1,122,804693.0,2.39
Fred Claus (2007),97838349.0,100000000.0,18515473.0,5.6,116,38558.0,2.35
Beowulf (2007),196393745.0,150000000.0,27515871.0,6.2,115,158042.0,2.39
Mr. Magorium's Wonder Emporium (2007),69474661.0,65000000.0,9630085.0,6.2,93,41402.0,2.35
Love in the Time of Cholera (2007),31336389.0,45000000.0,1924860.0,6.4,139,21836.0,2.35
Enchanted (2007),340487652.0,85000000.0,34440317.0,7.0,107,170624.0,1.78
Awake (2007),32685679.0,8600000.0,5856872.0,6.5,84,70978.0,2.35
I Am Legend (2007),585349010.0,150000000.0,77211321.0,7.2,101,659103.0,2.35
Alvin and the Chipmunks (2007),361336633.0,60000000.0,44307417.0,5.2,92,72757.0,1.85
Juno (2007),231411584.0,7500000.0,413869.0,7.4,96,477114.0,1.85
The Bucket List (2007),175372502.0,45000000.0,582534.0,7.4,97,221883.0,1.85
The Kite Runner (2007),74180745.0,20000000.0,471713.0,7.6,128,75735.0,2.35
Sweeney Todd: The Demon Barber of Fleet Street (2007),152523073.0,50000000.0,13635390.0,7.3,116,331951.0,1.85
National Treasure: Book of Secrets (2007),457364600.0,130000000.0,65444195.0,6.5,124,211725.0,2.39
There Will Be Blood (2007),77208711.0,25000000.0,302845.0,8.2,158,486629.0,2.39
Charlie Wilson's War (2007),119000410.0,75000000.0,15952430.0,7.0,102,105807.0,1.85
Aliens vs. Predator: Requiem (2007),128884494.0,40000000.0,13655306.0,4.7,94,112477.0,2.35
P.S. I Love You (2007),156835339.0,30000000.0,9283468.0,7.0,126,195625.0,1.85
27 Dresses (2008),160259319.0,30000000.0,27442040.0,6.1,111,149042.0,2.39
Cloverfield (2008),170764026.0,25000000.0,46146546.0,7.0,85,361697.0,1.85
Meet the Spartans (2008),84646831.0,30000000.0,18505530.0,2.8,86,99416.0,1.85
The Eye (2008),56964642.0,12000000.0,12425776.0,5.4,98,50206.0,2.35
Hellboy II: The Golden Army (2008),160388063.0,85000000.0,34539115.0,7.0,120,249409.0,1.85
"Welcome Home, Roscoe Jenkins (2008)",43650785.0,35000000.0,16207730.0,5.5,114,12962.0,1.85
Fool's Gold (2008),111231041.0,70000000.0,21589295.0,5.7,112,70669.0,2.40:1
Jumper (2008),222231186.0,85000000.0,32092991.0,6.1,88,279058.0,2.35
The Air I Breathe (2007),884503.0,10000000.0,19487.0,6.8,95,33079.0,2.35
Vantage Point (2008),151161491.0,40000000.0,22874936.0,6.6,90,141813.0,2.35
The Spiderwick Chronicles (2008),162839667.0,90000000.0,24740537.0,6.5,96,84717.0,2.35
Step Up 2: The Streets (2008),150816700.0,17500000.0,22125429.0,6.2,98,77768.0,1.85
"10,000 BC (2008)",269784201.0,105000000.0,35867488.0,5.1,109,122539.0,2.35
Horton Hears a Who! (2008),297138014.0,85000000.0,45012998.0,6.8,86,125155.0,1.85
Diary of the Dead (2007),5364858.0,2000000.0,275061.0,5.6,95,44950.0,1.85
What Just Happened (2008),3291679.0,25000000.0,192508.0,5.6,104,25975.0,2.35
Married Life (2007),2843997.0,12000000.0,55851.0,6.2,91,8862.0,1.85
The Dark Knight (2008),1004558444.0,185000000.0,158411483.0,9.0,152,2186522.0,1.43
21 (2008),157927340.0,35000000.0,24105943.0,6.8,123,221229.0,2.35
Nim's Island (2008),100074624.0,37000000.0,13210579.0,6.0,96,32408.0,2.35
The Ruins (2008),22728043.0,8000000.0,8003241.0,5.8,90,67710.0,2.35
Forgetting Sarah Marshall (2008),105173115.0,30000000.0,17725330.0,7.1,111,254356.0,1.37
Superhero Movie (2008),73026302.0,35000000.0,9510297.0,4.5,75,61604.0,1.85
Speed Racer (2008),93945766.0,120000000.0,18561337.0,6.0,135,66787.0,2.35
The Forbidden Kingdom (2008),127980002.0,55000000.0,21401121.0,6.6,104,98936.0,2.35
Prom Night (2008),57197876.0,20000000.0,20804941.0,3.9,88,32814.0,2.35
Iron Man (2008),585174222.0,140000000.0,98618668.0,7.9,126,902058.0,1.90
Made of Honor (2008),105962760.0,40000000.0,14756850.0,5.9,101,65146.0,2.35
What Happens in Vegas (2008),219375797.0,35000000.0,20172474.0,6.1,99,160883.0,2.35
The Chronicles of Narnia: Prince Caspian (2008),419651413.0,225000000.0,55034805.0,6.5,150,186333.0,2.39
"War, Inc. (2008)",1299855.0,10000000.0,45714.0,5.6,107,21155.0,1.78
Indiana Jones and the Kingdom of the Crystal Skull (2008),786636033.0,185000000.0,126917373.0,6.1,122,408189.0,2.39
Shutter (2008),47879410.0,8000000.0,10447559.0,5.2,85,31473.0,1.85
Sex and the City (2008),415252786.0,65000000.0,56848056.0,5.6,145,112893.0,1.85
The Strangers (2008),82391145.0,10000000.0,20997985.0,6.2,86,113683.0,2.35
Kung Fu Panda (2008),631744560.0,130000000.0,60239130.0,7.5,92,399481.0,1.43
You Don't Mess with the Zohan (2008),199936011.0,90000000.0,38531374.0,5.5,113,183806.0,1.85
The Incredible Hulk (2008),263427551.0,150000000.0,55414050.0,6.7,112,417565.0,2.39
WALL·E (2008),534767889.0,180000000.0,63087526.0,8.4,98,950701.0,2.39
Wanted (2008),341433252.0,75000000.0,217432.0,6.7,110,349816.0,2.35
Hancock (2008),624386746.0,150000000.0,62603879.0,6.4,92,428425.0,2.39
Get Smart (2008),230685453.0,80000000.0,38683480.0,6.5,110,196198.0,1.85
Mamma Mia! (2008),609841637.0,52000000.0,27751240.0,6.4,108,203930.0,2.39
Journey to the Center of the Earth (2008),241995151.0,45000000.0,21018141.0,5.8,93,108538.0,1.78
Meet Dave (2008),50650079.0,60000000.0,5251918.0,5.0,90,37172.0,1.85
Space Chimps (2008),64762724.0,37000000.0,7181374.0,4.5,81,10387.0,2.35
Watchmen (2009),185258983.0,130000000.0,55214334.0,7.6,162,481293.0,2.39
Step Brothers (2008),128107642.0,65000000.0,30940732.0,6.9,98,257288.0,2.35
The X Files: I Want to Believe (2008),68369434.0,30000000.0,10021753.0,5.9,104,87150.0,2.35
The Mummy: Tomb of the Dragon Emperor (2008),401128639.0,145000000.0,40457770.0,5.2,112,145764.0,2.39
The Midnight Meat Train (2008),3533227.0,15000000.0,34394.0,6.1,98,57613.0,2.35
Pineapple Express (2008),101624843.0,27000000.0,23245025.0,7.0,111,304691.0,2.35
Elegy (2008),14894347.0,13000000.0,104168.0,6.7,112,21444.0,1.85
Tropic Thunder (2008),188072649.0,92000000.0,25812796.0,7.0,107,364637.0,2.35
Star Wars: The Clone Wars (2008),68282844.0,8500000.0,14611273.0,5.9,98,53494.0,2.35
Death Race (2008),75677515.0,45000000.0,12621090.0,6.4,105,192406.0,2.35
The House Bunny (2008),70442940.0,25000000.0,14533702.0,5.5,97,76826.0,2.35
The Rocker (2008),8767338.0,15000000.0,2636048.0,6.2,102,36003.0,1.85
Mirrors (2008),77488607.0,35000000.0,11161074.0,6.2,110,99484.0,2.35
Burn After Reading (2008),163720069.0,37000000.0,19128001.0,7.0,96,297136.0,1.85
Disaster Movie (2008),34816824.0,20000000.0,6945535.0,1.9,87,85095.0,1.85
The Women (2008),50007546.0,16500000.0,10115121.0,5.0,114,19762.0,1.85
Righteous Kill (2008),78460699.0,60000000.0,16288361.0,6.0,101,82511.0,2.35
Eagle Eye (2008),178066569.0,80000000.0,29150721.0,6.6,118,171141.0,2.39
Nights in Rodanthe (2008),84375061.0,30000000.0,13418454.0,6.0,97,22110.0,2.35
Body of Lies (2008),115097286.0,70000000.0,12884416.0,7.1,128,205796.0,2.39
City of Ember (2008),17929684.0,55000000.0,3129473.0,6.5,90,60973.0,2.35
Max Payne (2008),85416905.0,35000000.0,17639849.0,5.4,100,119738.0,2.35
W. (2008),29434429.0,25100000.0,10505668.0,6.3,129,45181.0,2.35
My Best Friend's Girl (2008),41622502.0,40000000.0,8265357.0,5.9,101,41611.0,1.85
The Secret Life of Bees (2008),39947322.0,11000000.0,10527799.0,7.3,114,23324.0,2.35
Pride and Glory (2008),43440721.0,30000000.0,6262396.0,6.6,130,57985.0,1.85
High School Musical 3 (2008),252909177.0,11000000.0,42030184.0,4.8,112,55187.0,1.85
Madagascar: Escape 2 Africa (2008),603900354.0,150000000.0,63106589.0,6.6,89,194317.0,1.44
Changeling (2008),113020256.0,55000000.0,9351560.0,7.7,141,228679.0,2.39
Saw V (2008),113864059.0,10800000.0,30053954.0,5.8,92,110721.0,1.85
Sex Drive (2008),15079259.0,19000000.0,3607164.0,6.5,109,81429.0,1.85
Beverly Hills Chihuahua (2008),149281606.0,20000000.0,29300465.0,3.8,91,21806.0,2.35
Bolt (2008),309979994.0,150000000.0,26223128.0,6.8,96,181658.0,1.85
Milk (2008),57293371.0,20000000.0,1481155.0,7.5,128,159941.0,1.85
Twilight (2008),392616625.0,37000000.0,69637740.0,5.2,122,406536.0,2.35
Surveillance (2008),1115493.0,3500000.0,4590.0,6.3,97,16443.0,2.35
Fireproof (2008),33473297.0,500000.0,6804764.0,6.5,122,20378.0,1.85
Igor (2008),30720868.0,25000000.0,7803347.0,6.0,87,21841.0,1.85
Punisher: War Zone (2008),10100036.0,35000000.0,4271451.0,5.9,103,58757.0,2.35
The Day the Earth Stood Still (2008),233093859.0,80000000.0,30480153.0,5.5,104,159350.0,2.35
Seven Pounds (2008),168168201.0,55000000.0,14851136.0,7.6,123,277207.0,2.35
The Wrestler (2008),20258819.0,6000000.0,202714.0,7.9,109,282696.0,2.39:1
The Curious Case of Benjamin Button (2008),333932083.0,150000000.0,26853816.0,7.8,166,560672.0,2.40
Yes Man (2008),228990976.0,70000000.0,18262471.0,6.8,104,322241.0,2.35
Valkyrie (2008),200276784.0,75000000.0,21027007.0,7.1,121,220467.0,1.85
Bedtime Stories (2008),212874442.0,80000000.0,27450296.0,6.0,99,85148.0,2.35
Choke (2008),3982459.0,3000000.0,1319286.0,6.5,92,30886.0,1.66
Revolutionary Road (2008),79564960.0,35000000.0,189911.0,7.3,119,186524.0,2.35
Wild Child (2008),21972336.0,20000000.0,831.0,6.1,98,47099.0,1.85
Marley & Me (2008),244082376.0,60000000.0,36367586.0,7.1,111,141227.0,2.35
Passengers (2008),5787152.0,25000000.0,172544.0,5.9,93,33060.0,2.35
Bride Wars (2009),114663461.0,30000000.0,21058173.0,5.5,89,97205.0,1.85
My Bloody Valentine (2009),100734718.0,15000000.0,21241456.0,5.4,101,52254.0,1.85
Underworld: Rise of the Lycans (2009),91353501.0,35000000.0,20828511.0,6.6,92,146219.0,2.35
The Alphabet Killer (2008),106596.0,2000000.0,11000.0,5.2,98,7695.0,2.35
Paul Blart: Mall Cop (2009),183293131.0,26000000.0,31832636.0,5.2,91,99128.0,1.85
The Unborn (2009),78208812.0,16000000.0,19810585.0,4.8,88,48268.0,2.35
Coraline (2009),124596398.0,60000000.0,16849646.0,7.7,100,185771.0,1.85
Fireflies in the Garden (2008),3393161.0,8000000.0,36884.0,6.5,120,12179.0,2.35
Funny People (2009),71585235.0,75000000.0,22657780.0,6.3,146,111573.0,1.85
Friday the 13th (2009),91379051.0,19000000.0,43585449.0,5.5,97,92901.0,2.35
The Pink Panther 2 (2009),75871032.0,70000000.0,11588150.0,5.6,92,40787.0,1.85
"I Love You, Man (2009)",91636986.0,40000000.0,17810270.0,7.0,105,189392.0,1.85
The Haunting in Connecticut (2009),77527732.0,10000000.0,23004765.0,5.9,92,57769.0,2.35
Duplicity (2009),81079566.0,60000000.0,13965110.0,6.1,125,46063.0,2.35
Knowing (2009),183593586.0,50000000.0,24604751.0,6.2,121,214079.0,2.35
Sunshine Cleaning (2008),16174377.0,8000000.0,219190.0,6.8,91,68233.0,2.35
Monsters vs. Aliens (2009),381509870.0,175000000.0,59321095.0,6.4,94,141209.0,2.39
Dragonball Evolution (2009),57497699.0,30000000.0,4756488.0,2.5,85,67953.0,2.35
Fast & Furious (2009),363164265.0,85000000.0,70950500.0,6.6,107,251719.0,2.39
17 Again (2009),136267476.0,20000000.0,23722310.0,6.3,102,172716.0,2.35
Crank: High Voltage (2009),34560577.0,20000000.0,6963565.0,6.2,96,135981.0,1.85
X-Men Origins: Wolverine (2009),373062864.0,150000000.0,85058003.0,6.6,107,452017.0,2.39
Star Trek (2009),385680446.0,150000000.0,75204289.0,7.9,127,566120.0,1.43
Angels & Demons (2009),485930816.0,150000000.0,46204168.0,6.7,138,262243.0,2.39
Fanboys (2009),960828.0,3900000.0,171533.0,6.6,90,55157.0,1.85
Terminator Salvation (2009),371353001.0,200000000.0,42558390.0,6.5,115,333985.0,2.35
Night at the Museum: Battle of the Smithsonian (2009),413106170.0,150000000.0,70052004.0,6.0,105,168403.0,2.39
The Brothers Bloom (2008),5518635.0,20000000.0,90400.0,6.8,114,47623.0,2.35
The Last House on the Left (2009),46526243.0,15000000.0,14118685.0,6.5,110,82042.0,1.85
Drag Me to Hell (2009),91388487.0,30000000.0,15825480.0,6.5,99,182097.0,2.35
Up (2009),731342744.0,175000000.0,68108790.0,8.2,96,888187.0,1.85
The Hangover (2009),467483912.0,35000000.0,44979319.0,7.7,100,691934.0,2.39
New in Town (2009),24970613.0,8000000.0,6741530.0,5.6,97,21024.0,1.85
Land of the Lost (2009),68777554.0,100000000.0,18837350.0,5.3,102,63056.0,1.85
The Taking of Pelham 123 (2009),150166126.0,100000000.0,23373102.0,6.4,106,179592.0,2.35
The Proposal (2009),317375031.0,40000000.0,33627598.0,6.7,108,283193.0,2.39
The Hurt Locker (2008),49230772.0,15000000.0,145352.0,7.6,131,406040.0,1.85
Transformers: Revenge of the Fallen (2009),836303693.0,200000000.0,108966307.0,6.0,149,374123.0,1.43
Whatever Works (2009),35097815.0,15000000.0,266162.0,7.1,93,68840.0,1.85
Ghosts of Girlfriends Past (2009),102223269.0,37500000.0,15411434.0,5.8,100,80453.0,2.35
Public Enemies (2009),214104620.0,100000000.0,25271675.0,7.0,140,269716.0,2.35
Ice Age: Dawn of the Dinosaurs (2009),886686817.0,90000000.0,41690382.0,6.9,94,213586.0,1.85
Night of the Living Dead 3D (2006),1553837.0,750000.0,215300.0,3.1,80,3321.0,1.85
My Sister's Keeper (2009),95714875.0,30000000.0,12442212.0,7.4,109,86981.0,2.35
500 Days of Summer (2009),60722734.0,7500000.0,3739702.0,7.7,95,455199.0,1.20
Brüno (2009),138805831.0,42000000.0,30619130.0,5.8,81,137121.0,1.85
The Ugly Truth (2009),205298907.0,38000000.0,27605576.0,6.4,96,196618.0,2.35
Aliens in the Attic (2009),57881056.0,45000000.0,8008423.0,5.4,86,19978.0,1.85
Julie & Julia (2009),129540499.0,40000000.0,20027956.0,7.0,123,101147.0,1.85
Obsessed (2009),73830340.0,20000000.0,28612730.0,5.0,108,28256.0,2.35
Race to Witch Mountain (2009),106387141.0,65000000.0,24402214.0,5.7,98,53266.0,2.39
Hannah Montana: The Movie (2009),155525718.0,30000000.0,32324487.0,4.4,102,38131.0,1.85
G.I. Joe: The Rise of Cobra (2009),302469017.0,175000000.0,54713046.0,5.8,118,194704.0,2.35
The Time Traveler's Wife (2009),101344412.0,39000000.0,18623171.0,7.1,107,136215.0,2.35
G-Force (2009),292817841.0,150000000.0,31706934.0,5.1,88,40899.0,1.85
Tetro (2009),2852915.0,5000000.0,30504.0,6.8,127,12185.0,1.78
Halloween II (2009),39421467.0,15000000.0,16349565.0,4.9,105,46564.0,1.85
9 (2009),48428063.0,30000000.0,10740446.0,7.1,79,129013.0,1.85
The Men Who Stare at Goats (2009),68968688.0,25000000.0,12706654.0,6.2,94,124112.0,2.35
The Informant! (2009),41771168.0,22000000.0,10464314.0,6.4,108,61586.0,1.85
The Final Destination (2009),186167139.0,40000000.0,27408309.0,5.2,82,92853.0,2.39
Gamer (2009),40828540.0,50000000.0,11203761.0,5.8,95,127227.0,1.85
Cloudy with a Chance of Meatballs (2009),243006126.0,100000000.0,30304648.0,6.9,90,194877.0,2.35
Paranormal Activity (2007),193355800.0,15000.0,19617650.0,6.3,86,213655.0,1.85
Whip It (2009),16633035.0,15000000.0,4650812.0,6.9,111,62338.0,2.35
Surrogates (2009),122444772.0,80000000.0,14902692.0,6.3,89,165846.0,2.35
Zombieland (2009),102391540.0,23600000.0,24733155.0,7.6,88,498359.0,2.39
Fame (2009),80227619.0,18000000.0,10011682.0,5.1,107,15646.0,2.35
Whiteout (2009),12201122.0,35000000.0,4915104.0,5.5,101,36431.0,2.35
Couples Retreat (2009),172450423.0,60000000.0,34286740.0,5.5,113,98495.0,1.85
Law Abiding Citizen (2009),126690726.0,50000000.0,21039502.0,7.4,109,261276.0,2.35
Up in the Air (2009),166842739.0,25000000.0,1181450.0,7.4,109,308943.0,1.85
This Is It (2009),261183588.0,60000000.0,23234394.0,7.2,111,37524.0,1.78
Cirque du Freak: The Vampire's Assistant (2009),39753957.0,40000000.0,6293205.0,5.9,109,42001.0,2.35
Fantastic Mr. Fox (2009),46471023.0,40000000.0,6965267.0,7.8,87,186064.0,1.85
A Christmas Carol (2009),325286646.0,200000000.0,30051075.0,6.8,96,96706.0,1.78
2012 (2009),769679473.0,200000000.0,65237614.0,5.8,158,339681.0,2.39
The Twilight Saga: New Moon (2009),709827462.0,50000000.0,142839137.0,4.7,130,255617.0,2.35
A Plumm Summer (2007),12828102.0,3700000.0,889758.0,6.0,99,361.0,1.85
Brothers (2009),43318349.0,26000000.0,9527848.0,7.1,105,106870.0,2.35
The Blind Side (2009),309208309.0,29000000.0,34119372.0,7.6,129,278317.0,1.85
Old Dogs (2009),96753696.0,35000000.0,16894511.0,5.4,88,35321.0,1.85
The Lovely Bones (2009),93621340.0,65000000.0,116616.0,6.7,135,151054.0,2.39
Invictus (2009),124514011.0,60000000.0,8611147.0,7.3,134,144752.0,2.39
The Princess and the Frog (2009),267045765.0,105000000.0,786190.0,7.1,97,116054.0,1.85
Armored (2009),22942221.0,27000000.0,6511128.0,5.7,88,29138.0,2.35
Did You Hear About the Morgans? (2009),85280250.0,58000000.0,6616571.0,4.8,103,36313.0,2.35
Avatar (2009),2787965087.0,237000000.0,77025481.0,7.8,162,1082548.0,1.78
It's Complicated (2009),219103655.0,85000000.0,22100822.0,6.5,120,83339.0,1.85
Sherlock Holmes (2009),524028679.0,90000000.0,62304277.0,7.6,128,564230.0,1.85
Alvin and the Chipmunks: The Squeakquel (2009),443140005.0,75000000.0,48875415.0,4.5,88,41339.0,1.85
The Book of Eli (2010),157107755.0,80000000.0,38437553.0,6.9,118,282338.0,2.35
Legion (2010),67918658.0,26000000.0,17501625.0,5.2,100,95868.0,2.35
Valentine's Day (2010),216485654.0,52000000.0,63135312.0,5.7,125,110244.0,1.85
The Wolfman (2010),139789765.0,150000000.0,35555065.0,5.8,103,100234.0,1.85
Shutter Island (2010),294804195.0,80000000.0,41062440.0,8.1,138,1060802.0,2.39
Cop Out (2010),55909910.0,37000000.0,18211126.0,5.6,107,83546.0,2.35
The Crazies (2010),56445534.0,20000000.0,16067552.0,6.5,101,107537.0,2.35
Dear John (2010),114977104.0,25000000.0,30468614.0,6.3,108,133423.0,2.35
Tooth Fairy (2010),112462508.0,48000000.0,14010409.0,5.0,101,40047.0,1.85
Alice in Wonderland (2010),1025467110.0,200000000.0,116101023.0,6.4,108,370058.0,1.85
Remember Me (2010),56506120.0,16000000.0,8089139.0,7.1,113,132834.0,1.85
Survival of the Dead (2009),386078.0,4000000.0,54605.0,4.9,90,19768.0,2.35
The Bounty Hunter (2010),136333522.0,40000000.0,20686423.0,5.6,110,117104.0,2.35
Hot Tub Time Machine (2010),65985447.0,36000000.0,14020502.0,6.4,101,157602.0,1.85
How to Train Your Dragon (2010),494878759.0,165000000.0,43732319.0,8.1,98,636860.0,2.39
Clash of the Titans (2010),493214993.0,125000000.0,61235105.0,5.8,106,263292.0,2.39
Date Night (2010),152263880.0,55000000.0,25207599.0,6.3,88,148134.0,2.35
After.Life (2009),3606395.0,4500000.0,59946.0,5.9,104,35338.0,2.35
