,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
105,Grudge Match,44907260.0,40000000.0,7310000.0,6.4,113,55924.0,1.85
106,Justin Bieber's Believe,10584761.0,5000000.0,573566.0,1.7,92,17530.0,2.35
107,Paranormal Activity: The Marked Ones,90904854.0,5000000.0,18343611.0,5.0,84,38388.0,1.78
108,Ride Along,153997819.0,25000000.0,41237000.0,6.2,99,98214.0,2.35
109,Jack Ryan: Shadow Recruit,135511030.0,60000000.0,17200000.0,6.2,105,118429.0,2.35
110,Divergent,288885818.0,85000000.0,54607747.0,6.7,139,411271.0,2.35
111,"I, Frankenstein",74575290.0,65000000.0,8610441.0,5.1,92,76623.0,2.35
112,The Monuments Men,159231620.0,70000000.0,22700000.0,6.1,118,120622.0,2.35
113,The Lego Movie,468760692.0,60000000.0,69050279.0,7.8,100,314365.0,1.37
114,RoboCop,242688965.0,100000000.0,25061581.0,6.1,117,210758.0,2.35
115,Sabotage,17508518.0,35000000.0,5272444.0,5.7,109,57146.0,1.85
116,Winter's Tale,30800231.0,60000000.0,8007059.0,6.2,118,50510.0,2.35
117,Interstellar,675020017.0,165000000.0,47510360.0,8.6,169,1388442.0,1.43
118,3 Days to Kill,52597999.0,28000000.0,12242218.0,6.2,117,84237.0,2.35
119,300: Rise of an Empire,337580051.0,110000000.0,45038460.0,6.2,102,271839.0,2.35
120,Mr. Peabody & Sherman,275698039.0,145000000.0,32207057.0,6.8,92,59498.0,1.85
121,Need for Speed,203277636.0,66000000.0,17844939.0,6.5,132,158630.0,2.35
122,Son of God,70949793.0,22000000.0,26500000.0,5.7,138,17872.0,2.35
123,Captain America: The Winter Soldier,714766572.0,170000000.0,95023721.0,7.7,136,701803.0,2.39
124,Noah,362637473.0,125000000.0,43720472.0,5.8,138,235648.0,1.85
125,The Legend of Hercules,61402445.0,70000000.0,8600000.0,4.2,99,51400.0,2.35
126,Muppets Most Wanted,80383113.0,50000000.0,17005126.0,6.4,107,30169.0,1.85
127,The Amazing Spider-Man 2,708982323.0,200000000.0,91608337.0,6.6,142,402303.0,2.39
128,Oculus,41327693.0,5000000.0,12005402.0,6.5,104,111676.0,2.35
129,God's Not Dead,63838966.0,2000000.0,9244641.0,4.7,113,39009.0,1.85
130,Rio 2,500188435.0,103000000.0,39327869.0,6.3,101,75655.0,2.35
131,Heaven is for Real,101332962.0,12000000.0,22522221.0,5.8,99,24909.0,2.39
132,The Other Woman,196781193.0,40000000.0,24763752.0,6.0,109,126719.0,2.35
133,A Haunted House 2,25340200.0,4000000.0,8843875.0,4.7,86,18899.0,1.85
134,Vampire Academy,15642346.0,30000000.0,4101000.0,5.5,104,50476.0,2.35
135,Neighbors,268157400.0,18000000.0,49033915.0,6.3,97,275319.0,2.35
136,The Immigrant,5867686.0,16000000.0,44064.0,6.6,120,28205.0,2.35
137,X-Men: Days of Future Past,748121534.0,200000000.0,90823660.0,8.0,132,640490.0,2.39
138,Godzilla,529076069.0,160000000.0,93188384.0,6.4,123,364491.0,2.39
139,Blue Ruin,719241.0,420000.0,32608.0,7.1,90,62439.0,2.35
140,Chef,44099145.0,11000000.0,204961.0,7.3,114,183919.0,2.35
141,Blended,127994610.0,40000000.0,18185000.0,6.5,117,111640.0,1.85
142,Begin Again,63464861.0,8000000.0,134064.0,7.4,104,135329.0,1.85
143,Maleficent,758539785.0,180000000.0,69431298.0,7.0,97,328351.0,2.35
144,A Million Ways to Die in the West,86408083.0,40000000.0,17069000.0,6.1,116,165639.0,2.39
145,Edge of Tomorrow,369206256.0,178000000.0,28760246.0,7.9,113,571617.0,2.35
146,Mission: Impossible - Rogue Nation,700868363.0,150000000.0,55520089.0,7.4,131,326263.0,2.39
147,The Fault in Our Stars,307239013.0,12000000.0,48002523.0,7.7,126,328338.0,1.85
148,22 Jump Street,331333876.0,50000000.0,57071445.0,7.0,112,332246.0,2.35
149,The Equalizer,192330738.0,55000000.0,34137828.0,7.2,132,316404.0,2.39
150,How to Train Your Dragon 2,621537519.0,145000000.0,49451322.0,7.8,102,291974.0,2.39
151,Birdman,103215094.0,18000000.0,2471471.0,7.7,119,549480.0,1.85
152,Boyhood,50692666.0,4000000.0,1992448.0,7.9,165,324923.0,1.85
153,Think Like a Man Too,70181428.0,24000000.0,29241911.0,5.8,106,19137.0,2.35
154,Transformers: Age of Extinction,1104039076.0,210000000.0,100038390.0,5.6,165,290709.0,1.90
155,Planes: Fire & Rescue,153765787.0,50000000.0,17509407.0,6.0,83,15863.0,2.35
156,Tammy,100375432.0,20000000.0,21577049.0,4.9,97,46007.0,1.85
157,Whiplash,48982041.0,3300000.0,135388.0,8.5,106,663515.0,2.39
158,Gone Girl,369330363.0,61000000.0,37513109.0,8.1,149,804751.0,2.35
159,Dawn of the Planet of the Apes,710644566.0,170000000.0,72611427.0,7.6,130,400598.0,1.85
160,Deliver Us from Evil,87937815.0,30000000.0,9740471.0,6.2,118,66883.0,2.39
161,Sex Tape,126069509.0,40000000.0,14608152.0,5.1,94,103909.0,1.85
162,The Purge: Anarchy,110602999.0,9000000.0,29816675.0,6.4,103,131220.0,2.39
163,Guardians of the Galaxy,774176600.0,170000000.0,94320883.0,8.0,121,1002147.0,1.90
164,The Expendables 3,206172544.0,90000000.0,15879645.0,6.1,126,162437.0,2.39
165,Hercules,244819862.0,100000000.0,29000000.0,6.0,98,141081.0,2.35
166,Wish I Was Here,5483299.0,6000000.0,484401.0,6.7,106,35607.0,2.35
167,Step Up All In,86165646.0,45000000.0,6575000.0,6.0,112,31340.0,1.85
168,The Hundred-Foot Journey,88880821.0,22000000.0,11123000.0,7.3,122,72888.0,2.39
169,Jupiter Ascending,183887723.0,176000000.0,18372372.0,5.3,127,172417.0,2.35
170,Teenage Mutant Ninja Turtles,493333584.0,125000000.0,65575105.0,5.8,101,195946.0,2.35
171,Let's Be Cops,138224951.0,17000000.0,17813722.0,6.4,104,124357.0,1.85
172,Sin City: A Dame to Kill For,39407616.0,65000000.0,6317683.0,6.5,102,146802.0,1.85
173,If I Stay,78874843.0,11000000.0,15679190.0,6.7,107,111627.0,2.35
174,The Pyramid,16861137.0,6500000.0,1369935.0,4.6,89,22281.0,2.35
175,Into the Storm,161502194.0,50000000.0,18015000.0,5.8,89,62367.0,1.85
176,God's Pocket,400194.0,1000000.0,23400.0,6.1,88,10416.0,2.39
177,The Maze Runner,348319861.0,34000000.0,32512804.0,6.8,113,400514.0,2.39
178,The Boxtrolls,109285033.0,60000000.0,17275239.0,6.8,96,52531.0,1.66
179,American Sniper,547326372.0,58800000.0,89269067.0,7.3,133,418804.0,2.39
180,Annabelle,256873813.0,6500000.0,37134255.0,5.4,99,132987.0,2.39
181,Dracula Untold,217124280.0,70000000.0,23514615.0,6.3,92,170933.0,2.39
182,John Wick,130888901.0,20000000.0,14415922.0,7.4,101,500442.0,2.39
183,The Judge,84419388.0,50000000.0,46590889.0,7.4,141,169181.0,2.35
184,Fury,211817906.0,68000000.0,82251953.0,7.6,134,403225.0,2.35
185,St. Vincent,54837234.0,13000000.0,109878.0,7.2,102,92089.0,1.85
186,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149.0,28000000.0,18360230.0,6.2,81,38914.0,2.39
187,Ouija,103590271.0,5000000.0,19900000.0,4.5,89,45814.0,2.35
188,Nightcrawler,50334418.0,8500000.0,10900000.0,7.9,117,431997.0,2.35
189,Big Hero 6,657827828.0,165000000.0,56215889.0,7.8,102,390851.0,2.39
190,The Book of Life,99783556.0,50000000.0,17005218.0,7.3,95,61897.0,2.35
191,Foxcatcher,15920642.0,24000000.0,474000.0,7.0,134,129750.0,1.85
192,Inherent Vice,14710975.0,20000000.0,2773260.0,6.7,148,89282.0,1.85
193,The Hunger Games: Mockingjay - Part 1,755356711.0,125000000.0,121897634.0,6.6,123,394547.0,2.35
194,Dumb and Dumber To,169837010.0,35000000.0,14200000.0,5.6,109,123627.0,1.85
195,In the Heart of the Sea,93920758.0,100000000.0,11053366.0,6.9,122,114384.0,1.85
196,Jurassic World,1648854864.0,150000000.0,208806270.0,7.0,124,558338.0,2.00
197,Horrible Bosses 2,107645357.0,42000000.0,15457418.0,6.3,108,150886.0,2.35
198,Penguins of Madagascar,373543611.0,132000000.0,25447444.0,6.7,92,75434.0,1.85
199,Still Alice,43884652.0,5000000.0,411000.0,7.5,101,121801.0,1.85
200,Maze Runner: The Scorch Trials,312325103.0,61000000.0,30316510.0,6.3,131,210289.0,2.39
201,Unbroken,161459297.0,65000000.0,30621445.0,7.2,137,137496.0,2.35
202,Wild,52501541.0,15000000.0,4113752.0,7.1,115,114772.0,2.35
203,Big Eyes,21059366.0,10000000.0,3001738.0,7.0,106,81357.0,1.85
204,Into the Woods,212902372.0,50000000.0,31051923.0,5.9,125,127435.0,2.39
205,The Interview,12342632.0,44000000.0,1085515.0,6.5,112,295528.0,2.35
206,Madea's Big Happy Family,54161287.0,25000000.0,25068677.0,4.7,106,7234.0,1.85
207,Seventh Son,114178613.0,95000000.0,7217640.0,5.5,102,68657.0,1.90
208,Annie,134611262.0,65000000.0,15861939.0,5.3,118,32594.0,2.39
209,Terminator Genisys,440603537.0,155000000.0,27018486.0,6.4,126,249590.0,2.35
210,Justin Bieber: Never Say Never,99036827.0,13000000.0,29514054.0,1.6,105,75014.0,1.85
211,Kevin Hart: Let Me Explain,32318051.0,2500000.0,10030463.0,6.8,75,8198.0,1.78
212,It Follows,10100000.0,1000000.0,160089.0,6.8,100,196375.0,2.35
213,Star Wars: The Force Awakens,2068223624.0,245000000.0,247966675.0,7.9,138,829919.0,1.43
214,Ben-Hur,94061311.0,100000000.0,11203815.0,5.7,123,39697.0,2.35
215,Avengers: Age of Ultron,1405413868.0,250000000.0,191271109.0,7.3,141,703805.0,2.39
216,Pirates of the Caribbean: Dead Men Tell No Tales,794861794.0,230000000.0,62983253.0,6.6,129,244774.0,1.90
217,Justice League,614729668.0,300000000.0,93842239.0,6.4,120,356858.0,1.85
218,Ant-Man,519445163.0,130000000.0,57225526.0,7.3,117,537029.0,1.85
219,Fantastic Four,167977596.0,120000000.0,25685737.0,4.3,100,144842.0,2.35
220,Deadpool,783112979.0,58000000.0,132434639.0,8.0,108,862770.0,2.39
221,Thor: Ragnarok,853977126.0,180000000.0,122744989.0,7.9,130,538829.0,1.90
222,Guardians of the Galaxy Vol. 2,863756051.0,200000000.0,146510104.0,7.6,136,528991.0,1.90
223,Captain America: Civil War,1153304495.0,250000000.0,179139142.0,7.8,147,624885.0,1.85
224,Doctor Strange,677718395.0,165000000.0,85058311.0,7.5,115,558561.0,1.78
225,X-Men: Apocalypse,543934787.0,178000000.0,65000000.0,6.9,144,375884.0,2.39
226,Fifty Shades of Grey,571006128.0,40000000.0,94395000.0,4.1,125,287781.0,2.39
227,Project Almanac,32248241.0,12000000.0,8500000.0,6.4,106,73556.0,2.35
228,The Hateful Eight,155760117.0,44000000.0,15706645.0,7.8,168,480540.0,2.55
229,Paper Towns,85512300.0,12000000.0,12650140.0,6.3,109,91304.0,2.35
230,The Wedding Ringer,80171596.0,23000000.0,24500000.0,6.6,101,68688.0,2.35
231,Focus,159062963.0,50100000.0,18685137.0,6.6,105,202702.0,1.85
232,The SpongeBob Movie: Sponge Out of Water,325186032.0,74000000.0,55365012.0,6.0,92,46089.0,1.85
233,Run All Night,71561644.0,50000000.0,11012305.0,6.6,114,97364.0,2.40
234,Cinderella,543514353.0,95000000.0,67877361.0,6.9,105,151230.0,2.39
235,Poltergeist,95437994.0,35000000.0,22600000.0,4.9,93,53291.0,2.39
236,Pan,151543635.0,150000000.0,15315435.0,5.7,111,57820.0,2.35
237,Insurgent,297276329.0,110000000.0,52263680.0,6.2,119,207936.0,2.35
238,Home,387663547.0,135000000.0,52107731.0,6.6,94,88522.0,1.85
239,Furious 7,1516045911.0,190000000.0,147187040.0,7.2,137,346314.0,2.39
240,Unfriended,64056643.0,1000000.0,16023000.0,5.5,83,64979.0,1.85
241,Get Hard,111811453.0,40000000.0,33803253.0,6.0,100,116286.0,1.85
242,Tomorrowland,209154322.0,190000000.0,32972000.0,6.4,130,166335.0,1.90
243,Paul Blart: Mall Cop 2,107588225.0,30000000.0,23762435.0,4.4,94,32534.0,1.85
244,The Longest Ride,63802928.0,34000000.0,13019686.0,7.1,123,73227.0,2.35
245,San Andreas,473990832.0,110000000.0,54588173.0,6.0,114,201774.0,2.39
246,Hitman: Agent 47,82347656.0,35000000.0,8326530.0,5.7,96,82911.0,2.35
247,Pitch Perfect 2,287506194.0,29000000.0,70300000.0,6.4,115,136310.0,1.85
248,Persecuted,2274773.0,1500000.0,851391.0,3.5,91,1474.0,2.35
