,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
317,W.,29434429.0,25100000.0,10505668.0,6.3,129,45181.0,2.35
318,My Best Friend's Girl,41622502.0,40000000.0,8265357.0,5.9,101,41611.0,1.85
319,The Secret Life of Bees,39947322.0,11000000.0,10527799.0,7.3,114,23324.0,2.35
320,Pride and Glory,43440721.0,30000000.0,6262396.0,6.6,130,57985.0,1.85
321,High School Musical 3: Senior Year,252909177.0,11000000.0,42030184.0,4.8,112,55187.0,1.85
322,Madagascar: Escape 2 Africa,603900354.0,150000000.0,63106589.0,6.6,89,194317.0,1.44
323,Changeling,113020256.0,55000000.0,9351560.0,7.7,141,228679.0,2.39
324,Saw V,113864059.0,10800000.0,30053954.0,5.8,92,110721.0,1.85
325,Sex Drive,15079259.0,19000000.0,3607164.0,6.5,109,81429.0,1.85
326,Beverly Hills Chihuahua,149281606.0,20000000.0,29300465.0,3.8,91,21806.0,2.35
327,Bolt,309979994.0,150000000.0,26223128.0,6.8,96,181658.0,1.85
328,Milk,57293371.0,20000000.0,1481155.0,7.5,128,159941.0,1.85
329,Twilight,392616625.0,37000000.0,69637740.0,5.2,122,406536.0,2.35
330,Surveillance,1115493.0,3500000.0,4590.0,6.3,97,16443.0,2.35
331,Fireproof,33473297.0,500000.0,6804764.0,6.5,122,20378.0,1.85
332,Igor,30720868.0,25000000.0,7803347.0,6.0,87,21841.0,1.85
333,Punisher: War Zone,10100036.0,35000000.0,4271451.0,5.9,103,58757.0,2.35
334,The Day the Earth Stood Still,233093859.0,80000000.0,30480153.0,5.5,104,159350.0,2.35
335,Seven Pounds,168168201.0,55000000.0,14851136.0,7.6,123,277207.0,2.35
336,The Wrestler,20258819.0,6000000.0,202714.0,7.9,109,282696.0,2.39:1
337,The Curious Case of Benjamin Button,333932083.0,150000000.0,26853816.0,7.8,166,560672.0,2.40
338,Yes Man,228990976.0,70000000.0,18262471.0,6.8,104,322241.0,2.35
339,Valkyrie,200276784.0,75000000.0,21027007.0,7.1,121,220467.0,1.85
340,Bedtime Stories,212874442.0,80000000.0,27450296.0,6.0,99,85148.0,2.35
341,Choke,3982459.0,3000000.0,1319286.0,6.5,92,30886.0,1.66
342,Revolutionary Road,79564960.0,35000000.0,189911.0,7.3,119,186524.0,2.35
343,Wild Child,21972336.0,20000000.0,831.0,6.1,98,47099.0,1.85
344,Marley & Me,244082376.0,60000000.0,36367586.0,7.1,111,141227.0,2.35
345,Passengers,5787152.0,25000000.0,172544.0,5.9,93,33060.0,2.35
346,Bride Wars,114663461.0,30000000.0,21058173.0,5.5,89,97205.0,1.85
347,My Bloody Valentine,100734718.0,15000000.0,21241456.0,5.4,101,52254.0,1.85
348,Underworld: Rise of the Lycans,91353501.0,35000000.0,20828511.0,6.6,92,146219.0,2.35
349,The Alphabet Killer,106596.0,2000000.0,11000.0,5.2,98,7695.0,2.35
350,Paul Blart: Mall Cop,183293131.0,26000000.0,31832636.0,5.2,91,99128.0,1.85
351,The Unborn,78208812.0,16000000.0,19810585.0,4.8,88,48268.0,2.35
352,Coraline,124596398.0,60000000.0,16849646.0,7.7,100,185771.0,1.85
353,Fireflies in the Garden,3393161.0,8000000.0,36884.0,6.5,120,12179.0,2.35
354,Funny People,71585235.0,75000000.0,22657780.0,6.3,146,111573.0,1.85
355,Friday the 13th,91379051.0,19000000.0,43585449.0,5.5,97,92901.0,2.35
356,The Pink Panther 2,75871032.0,70000000.0,11588150.0,5.6,92,40787.0,1.85
357,"I Love You, Man",91636986.0,40000000.0,17810270.0,7.0,105,189392.0,1.85
358,The Haunting in Connecticut,77527732.0,10000000.0,23004765.0,5.9,92,57769.0,2.35
359,Duplicity,81079566.0,60000000.0,13965110.0,6.1,125,46063.0,2.35
360,Knowing,183593586.0,50000000.0,24604751.0,6.2,121,214079.0,2.35
361,Sunshine Cleaning,16174377.0,8000000.0,219190.0,6.8,91,68233.0,2.35
362,Monsters vs Aliens,381509870.0,175000000.0,59321095.0,6.4,94,141209.0,2.39
363,Dragonball Evolution,57497699.0,30000000.0,4756488.0,2.5,85,67953.0,2.35
364,Fast & Furious,363164265.0,85000000.0,70950500.0,6.6,107,251719.0,2.39
365,17 Again,136267476.0,20000000.0,23722310.0,6.3,102,172716.0,2.35
366,Crank: High Voltage,34560577.0,20000000.0,6963565.0,6.2,96,135981.0,1.85
367,X-Men Origins: Wolverine,373062864.0,150000000.0,85058003.0,6.6,107,452017.0,2.39
368,Star Trek,385680446.0,150000000.0,75204289.0,7.9,127,566120.0,1.43
369,Angels & Demons,485930816.0,150000000.0,46204168.0,6.7,138,262243.0,2.39
370,Fanboys,960828.0,3900000.0,171533.0,6.6,90,55157.0,1.85
371,Terminator Salvation,371353001.0,200000000.0,42558390.0,6.5,115,333985.0,2.35
372,Night at the Museum: Battle of the Smithsonian,413106170.0,150000000.0,70052004.0,6.0,105,168403.0,2.39
373,The Brothers Bloom,5518635.0,20000000.0,90400.0,6.8,114,47623.0,2.35
374,The Last House on the Left,46526243.0,15000000.0,14118685.0,6.5,110,82042.0,1.85
375,Drag Me to Hell,91388487.0,30000000.0,15825480.0,6.5,99,182097.0,2.35
376,Up,731342744.0,175000000.0,68108790.0,8.2,96,888187.0,1.85
377,The Hangover,467483912.0,35000000.0,44979319.0,7.7,100,691934.0,2.39
378,New in Town,24970613.0,8000000.0,6741530.0,5.6,97,21024.0,1.85
379,Land of the Lost,68777554.0,100000000.0,18837350.0,5.3,102,63056.0,1.85
380,The Taking of Pelham 1 2 3,150166126.0,100000000.0,23373102.0,6.4,106,179592.0,2.35
381,The Proposal,317375031.0,40000000.0,33627598.0,6.7,108,283193.0,2.39
382,The Hurt Locker,49230772.0,15000000.0,145352.0,7.6,131,406040.0,1.85
383,Transformers: Revenge of the Fallen,836303693.0,200000000.0,108966307.0,6.0,149,374123.0,1.43
384,Whatever Works,35097815.0,15000000.0,266162.0,7.1,93,68840.0,1.85
385,Ghosts of Girlfriends Past,102223269.0,37500000.0,15411434.0,5.8,100,80453.0,2.35
386,Public Enemies,214104620.0,100000000.0,25271675.0,7.0,140,269716.0,2.35
387,Ice Age: Dawn of the Dinosaurs,886686817.0,90000000.0,41690382.0,6.9,94,213586.0,1.85
388,Night Of The Living Dead 3D,1553837.0,750000.0,215300.0,3.1,80,3321.0,1.85
389,My Sister's Keeper,95714875.0,30000000.0,12442212.0,7.4,109,86981.0,2.35
390,(500) Days of Summer,60722734.0,7500000.0,3739702.0,7.7,95,455199.0,1.20
391,Brüno,138805831.0,42000000.0,30619130.0,5.8,81,137121.0,1.85
392,The Ugly Truth,205298907.0,38000000.0,27605576.0,6.4,96,196618.0,2.35
393,Aliens in the Attic,57881056.0,45000000.0,8008423.0,5.4,86,19978.0,1.85
394,Julie & Julia,129540499.0,40000000.0,20027956.0,7.0,123,101147.0,1.85
395,Obsessed,73830340.0,20000000.0,28612730.0,5.0,108,28256.0,2.35
396,Race to Witch Mountain,106387141.0,65000000.0,24402214.0,5.7,98,53266.0,2.39
397,Hannah Montana: The Movie,155525718.0,30000000.0,32324487.0,4.4,102,38131.0,1.85
398,G.I. Joe: The Rise of Cobra,302469017.0,175000000.0,54713046.0,5.8,118,194704.0,2.35
399,The Time Traveler's Wife,101344412.0,39000000.0,18623171.0,7.1,107,136215.0,2.35
400,G-Force,292817841.0,150000000.0,31706934.0,5.1,88,40899.0,1.85
401,Tetro,2852915.0,5000000.0,30504.0,6.8,127,12185.0,1.78
402,Halloween II,39421467.0,15000000.0,16349565.0,4.9,105,46564.0,1.85
403,9,48428063.0,30000000.0,10740446.0,7.1,79,129013.0,1.85
404,The Men Who Stare at Goats,68968688.0,25000000.0,12706654.0,6.2,94,124112.0,2.35
405,The Informant!,41771168.0,22000000.0,10464314.0,6.4,108,61586.0,1.85
406,The Final Destination,186167139.0,40000000.0,27408309.0,5.2,82,92853.0,2.39
407,Gamer,40828540.0,50000000.0,11203761.0,5.8,95,127227.0,1.85
408,Cloudy with a Chance of Meatballs,243006126.0,100000000.0,30304648.0,6.9,90,194877.0,2.35
409,Paranormal Activity,193355800.0,15000.0,19617650.0,6.3,86,213655.0,1.85
410,Whip It,16633035.0,15000000.0,4650812.0,6.9,111,62338.0,2.35
411,Surrogates,122444772.0,80000000.0,14902692.0,6.3,89,165846.0,2.35
412,Zombieland,102391540.0,23600000.0,24733155.0,7.6,88,498359.0,2.39
413,Fame,80227619.0,18000000.0,10011682.0,5.1,107,15646.0,2.35
414,Whiteout,12201122.0,35000000.0,4915104.0,5.5,101,36431.0,2.35
415,Couples Retreat,172450423.0,60000000.0,34286740.0,5.5,113,98495.0,1.85
416,Law Abiding Citizen,126690726.0,50000000.0,21039502.0,7.4,109,261276.0,2.35
417,Up in the Air,166842739.0,25000000.0,1181450.0,7.4,109,308943.0,1.85
418,This Is It,261183588.0,60000000.0,23234394.0,7.2,111,37524.0,1.78
419,Cirque du Freak: The Vampire's Assistant,39753957.0,40000000.0,6293205.0,5.9,109,42001.0,2.35
420,Fantastic Mr. Fox,46471023.0,40000000.0,6965267.0,7.8,87,186064.0,1.85
421,A Christmas Carol,325286646.0,200000000.0,30051075.0,6.8,96,96706.0,1.78
422,2012,769679473.0,200000000.0,65237614.0,5.8,158,339681.0,2.39
423,The Twilight Saga: New Moon,709827462.0,50000000.0,142839137.0,4.7,130,255617.0,2.35
424,A Plumm Summer,12828102.0,3700000.0,889758.0,6.0,99,361.0,1.85
425,Brothers,43318349.0,26000000.0,9527848.0,7.1,105,106870.0,2.35
426,The Blind Side,309208309.0,29000000.0,34119372.0,7.6,129,278317.0,1.85
427,Old Dogs,96753696.0,35000000.0,16894511.0,5.4,88,35321.0,1.85
428,The Lovely Bones,93621340.0,65000000.0,116616.0,6.7,135,151054.0,2.39
429,Invictus,124514011.0,60000000.0,8611147.0,7.3,134,144752.0,2.39
430,The Princess and the Frog,267045765.0,105000000.0,786190.0,7.1,97,116054.0,1.85
431,Armored,22942221.0,27000000.0,6511128.0,5.7,88,29138.0,2.35
432,Did You Hear About the Morgans?,85280250.0,58000000.0,6616571.0,4.8,103,36313.0,2.35
433,Avatar,2787965087.0,237000000.0,77025481.0,7.8,162,1082548.0,1.78
434,It's Complicated,219103655.0,85000000.0,22100822.0,6.5,120,83339.0,1.85
435,Sherlock Holmes,524028679.0,90000000.0,62304277.0,7.6,128,564230.0,1.85
436,Alvin and the Chipmunks: The Squeakquel,443140005.0,75000000.0,48875415.0,4.5,88,41339.0,1.85
437,The Book of Eli,157107755.0,80000000.0,38437553.0,6.9,118,282338.0,2.35
438,Legion,67918658.0,26000000.0,17501625.0,5.2,100,95868.0,2.35
439,Valentine's Day,216485654.0,52000000.0,63135312.0,5.7,125,110244.0,1.85
440,The Wolfman,139789765.0,150000000.0,35555065.0,5.8,103,100234.0,1.85
441,Shutter Island,294804195.0,80000000.0,41062440.0,8.1,138,1060802.0,2.39
442,Cop Out,55909910.0,37000000.0,18211126.0,5.6,107,83546.0,2.35
443,The Crazies,56445534.0,20000000.0,16067552.0,6.5,101,107537.0,2.35
444,Dear John,114977104.0,25000000.0,30468614.0,6.3,108,133423.0,2.35
445,Tooth Fairy,112462508.0,48000000.0,14010409.0,5.0,101,40047.0,1.85
446,Alice in Wonderland,1025467110.0,200000000.0,116101023.0,6.4,108,370058.0,1.85
447,Remember Me,56506120.0,16000000.0,8089139.0,7.1,113,132834.0,1.85
448,Survival of the Dead,386078.0,4000000.0,54605.0,4.9,90,19768.0,2.35
449,The Bounty Hunter,136333522.0,40000000.0,20686423.0,5.6,110,117104.0,2.35
450,Hot Tub Time Machine,65985447.0,36000000.0,14020502.0,6.4,101,157602.0,1.85
451,How to Train Your Dragon,494878759.0,165000000.0,43732319.0,8.1,98,636860.0,2.39
452,Clash of the Titans,493214993.0,125000000.0,61235105.0,5.8,106,263292.0,2.39
453,Date Night,152263880.0,55000000.0,25207599.0,6.3,88,148134.0,2.35
454,After.Life,3606395.0,4500000.0,59946.0,5.9,104,35338.0,2.35
455,The Runaways,1107978.0,10000000.0,805115.0,6.5,106,44811.0,2.35
456,Diary of a Wimpy Kid,75700498.0,15000000.0,22126166.0,6.2,120,40378.0,1.85
457,The Last Song,92678948.0,20000000.0,16007426.0,6.0,107,77932.0,2.39
458,Iron Man 2,623933331.0,200000000.0,128122480.0,7.0,124,689938.0,2.35
459,Marmaduke,89895930.0,50000000.0,11599661.0,4.3,87,13762.0,2.35
460,A Nightmare on Elm Street,115664037.0,35000000.0,32902299.0,5.2,95,88849.0,2.35
461,Robin Hood,321669741.0,200000000.0,36063385.0,6.6,140,245935.0,2.39
462,Blue Valentine,16566240.0,3500000.0,193728.0,7.4,112,176603.0,1.66
463,Killers,98159963.0,75000000.0,15837266.0,5.4,100,84566.0,2.35
464,Prince of Persia: The Sands of Time,335154643.0,200000000.0,37813075.0,6.6,116,263191.0,2.39
465,Sex and the City 2,294680778.0,100000000.0,36835353.0,4.5,146,71535.0,1.85
466,The Back-Up Plan,77477008.0,35000000.0,12201710.0,5.4,104,47187.0,2.35
467,Letters to Juliet,82148538.0,30000000.0,13540486.0,6.5,105,88622.0,2.35
468,The A-Team,177238796.0,110000000.0,25669455.0,6.7,117,240366.0,2.35
469,Toy Story 3,1068879522.0,200000000.0,110307189.0,8.3,103,722323.0,1.33
470,Winter's Bone,13831503.0,2000000.0,84887.0,7.2,100,131388.0,1.85
471,Shrek Forever After,752600867.0,165000000.0,70838207.0,6.3,93,175750.0,1.78
472,The Twilight Saga: Eclipse,698491347.0,68000000.0,83637242.0,5.0,124,218451.0,2.35
473,The Last Airbender,319731881.0,150000000.0,51804232.0,4.1,103,141895.0,2.35
474,Predators,127233108.0,40000000.0,24760882.0,6.4,107,205622.0,2.39
475,Despicable Me,543113985.0,69000000.0,56397125.0,7.6,95,481487.0,1.85
476,Inception,825532764.0,160000000.0,62785337.0,8.8,148,1935577.0,2.39
477,Grown Ups,271430189.0,80000000.0,40506562.0,5.9,102,218852.0,1.85
478,The Sorcerer's Apprentice,215283742.0,150000000.0,17619622.0,6.1,109,148063.0,2.39
479,Knight and Day,261930436.0,117000000.0,20139985.0,6.3,109,174318.0,2.35
480,The Karate Kid,359126022.0,40000000.0,55665805.0,6.2,140,153014.0,2.39
481,The Kids Are All Right,34705850.0,3500000.0,491971.0,7.0,106,122780.0,1.85
482,Salt,293503304.0,110000000.0,36011243.0,6.4,100,285446.0,2.39
483,Charlie St. Cloud,48190704.0,44000000.0,12381585.0,6.4,99,56621.0,2.35
484,The Other Guys,170432927.0,100000000.0,35543162.0,6.6,107,231961.0,2.35
485,The Expendables,274470394.0,80000000.0,34825135.0,6.5,103,316224.0,2.35
486,Scott Pilgrim vs. the World,132000000.0,60000000.0,10609795.0,7.5,112,356021.0,1.85
487,Piranha 3D,83188165.0,24000000.0,10106872.0,5.4,88,83678.0,2.35
488,The American,67876281.0,20000000.0,16662333.0,6.3,105,88868.0,2.35
489,Machete,44093316.0,10500000.0,14102888.0,6.6,105,186253.0,1.85
490,Step Up 3D,159291809.0,30000000.0,15812311.0,6.2,107,54301.0,1.85
491,Vampires Suck,81424988.0,20000000.0,12202831.0,3.4,82,45258.0,1.85
492,The Social Network,224920315.0,40000000.0,22445653.0,7.7,120,591093.0,2.39
493,The Town,154026136.0,37000000.0,23808032.0,7.5,125,334808.0,2.39
494,Easy A,74952305.0,8000000.0,17734040.0,7.1,92,342815.0,1.85
495,Eat Pray Love,204594016.0,60000000.0,23104523.0,5.8,133,82754.0,1.85
496,Wall Street: Money Never Sleeps,134748021.0,70000000.0,19011188.0,6.2,133,95577.0,2.39
497,Legend of the Guardians: The Owls of Ga'Hoole,140073390.0,80000000.0,16112211.0,6.9,97,75660.0,2.35
498,Cats & Dogs 2 : The Revenge of Kitty Galore,112483764.0,85000000.0,12279363.0,4.3,82,13241.0,1.85
499,Middle Men,24493605.0,22000000.0,325641.0,6.8,105,35791.0,2.35
500,Secretariat,60251371.0,35000000.0,12694770.0,7.2,123,25392.0,2.35
501,Devil,62695489.0,10000000.0,12289375.0,6.2,80,125297.0,2.35
502,You Again,32005248.0,20000000.0,8407513.0,5.8,105,47949.0,2.35
503,Life As We Know It,105648706.0,38000000.0,14506464.0,6.5,114,117460.0,2.39
504,Inside Job,7871522.0,2000000.0,39649.0,8.2,109,67028.0,2.35
505,Jackass 3D,171000000.0,20000000.0,50353641.0,7.0,95,54979.0,1.78
506,RED,199006387.0,58000000.0,21761408.0,7.0,111,278872.0,2.35
507,Paranormal Activity 2,177512032.0,3000000.0,40678424.0,5.6,91,95669.0,1.85
508,Hereafter,105197635.0,50000000.0,220322.0,6.4,129,88696.0,2.39
509,Due Date,211780824.0,65000000.0,32689406.0,6.5,95,313179.0,2.35
510,127 Hours,60738797.0,18000000.0,264851.0,7.6,94,335248.0,1.85
511,Megamind,321885765.0,130000000.0,46016833.0,7.2,95,216927.0,2.39
512,Black Swan,329398046.0,13000000.0,1443809.0,8.0,108,672590.0,2.35
513,Unstoppable,167805466.0,100000000.0,22688457.0,6.8,98,178337.0,2.35
514,Morning Glory,60040976.0,40000000.0,9203266.0,6.5,107,70023.0,2.35
515,The Next Three Days,67448651.0,35000000.0,6542779.0,7.4,133,174640.0,2.35
516,Somewhere,13936909.0,7000000.0,119086.0,6.3,97,41254.0,1.85
517,Tangled,591794936.0,260000000.0,48767052.0,7.7,100,385534.0,1.85
518,The Fighter,129190869.0,25000000.0,12135468.0,7.8,116,327107.0,2.35
519,London Boulevard,6872403.0,25000000.0,3431.0,6.2,103,45469.0,1.85
520,Skyline,78693371.0,10000000.0,11692415.0,4.4,92,84998.0,2.35
521,Beastly,43165571.0,17000000.0,9851102.0,5.6,86,73999.0,2.35
522,Love & Other Drugs,102820008.0,30000000.0,9739161.0,6.7,112,173287.0,1.85
523,The Chronicles of Narnia: The Voyage of the Dawn Treader,418186950.0,155000000.0,24005069.0,6.3,113,135257.0,1.78
524,The Tourist,278346189.0,100000000.0,16472458.0,6.0,103,214541.0,2.35
525,True Grit,252276927.0,38000000.0,24850000.0,7.6,110,295954.0,2.35
526,TRON: Legacy,400062763.0,170000000.0,44026211.0,6.8,125,304464.0,1.78
527,Rabbit Hole,5129058.0,5000000.0,53778.0,7.0,91,46183.0,1.85
528,Little Fockers,310650585.0,100000000.0,30833665.0,5.5,98,102574.0,1.85
529,Gulliver's Travels,237382724.0,112000000.0,6307691.0,4.9,85,63467.0,2.35
530,Burlesque,89519773.0,55000000.0,11947744.0,6.4,119,74698.0,2.39:1
531,Yogi Bear,201584141.0,80000000.0,16411322.0,4.6,80,19621.0,1.85
532,The Green Hornet,227817248.0,120000000.0,33526876.0,5.8,119,151403.0,2.35
533,Season of the Witch,91627228.0,40000000.0,10612375.0,5.4,95,87988.0,1.85
534,Cowboys & Aliens,174822325.0,163000000.0,36431290.0,6.0,119,201517.0,2.39
535,The Dilemma,69721966.0,70000000.0,17816230.0,5.3,111,50375.0,2.35
536,Limitless,161849455.0,27000000.0,18907302.0,7.4,105,509206.0,2.35
537,I Spit on Your Grave,572809.0,2000000.0,32064.0,6.3,108,72364.0,2.35
538,No Strings Attached,149228077.0,25000000.0,19652921.0,6.2,108,204710.0,2.35
539,The Lincoln Lawyer,87145086.0,40000000.0,13206453.0,7.3,118,203451.0,2.35
540,The Rite,97143987.0,37000000.0,14789393.0,6.0,114,88127.0,2.35
541,Country Strong,20529194.0,15000000.0,30000.0,6.3,117,16786.0,2.35
542,Sanctum,108943221.0,30000000.0,9447930.0,5.9,108,52084.0,1.85
543,Paul,101162106.0,40000000.0,13043310.0,7.0,104,227190.0,2.35
544,Rango,245724603.0,135000000.0,38079323.0,7.2,107,225119.0,1.78
545,The Adjustment Bureau,127869379.0,50200000.0,21157730.0,7.0,106,234512.0,1.85
546,The Mechanic,76347393.0,40000000.0,11422006.0,6.6,93,145770.0,2.35
547,Hall Pass,83160734.0,36000000.0,13535374.0,5.8,105,116587.0,2.35
548,I Am Number Four,149878437.0,60000000.0,22755854.0,6.1,111,222457.0,1.85
549,Battle: Los Angeles,211819354.0,75000000.0,37573187.0,5.7,116,170008.0,2.35
550,Just Go with It,214945591.0,80000000.0,30514732.0,6.4,117,210240.0,1.85
551,Red Riding Hood,90300442.0,42000000.0,14005335.0,5.4,100,104841.0,2.35
552,"Big Mommas: Like Father, Like Son",82686066.0,32000000.0,19000000.0,4.4,107,24483.0,2.35
553,Source Code,147332697.0,32000000.0,14812094.0,7.5,93,467233.0,1.85
554,Sucker Punch,89792502.0,82000000.0,19058199.0,6.0,110,223347.0,2.39
555,Insidious,97009150.0,1500000.0,13271464.0,6.8,103,265478.0,2.35
556,Diary of a Wimpy Kid: Rodrick Rules,72417394.0,21000000.0,23751502.0,6.5,99,24371.0,1.78
557,Hop,184924333.0,63000000.0,37543710.0,5.4,95,29889.0,1.85
558,Hanna,63782078.0,30000000.0,12370549.0,6.8,111,184060.0,2.35
559,Arthur,45735397.0,40000000.0,12222756.0,5.7,110,49829.0,1.85
560,Scream 4,97138686.0,40000000.0,18692090.0,6.1,111,122662.0,2.35
561,Rio,487519809.0,90000000.0,39225962.0,6.9,96,198354.0,2.35
562,Thor,449326618.0,150000000.0,65723338.0,7.0,115,714885.0,2.39
563,Water for Elephants,117094902.0,38000000.0,16842353.0,6.9,120,108112.0,2.35
564,Fast Five,626137675.0,125000000.0,86198765.0,7.3,130,340497.0,2.39
565,Soul Surfer,47088990.0,18000000.0,10601862.0,7.0,112,43293.0,2.35
566,Something Borrowed,65090821.0,35000000.0,13945368.0,5.9,112,55763.0,1.85
567,Bridesmaids,288383523.0,32500000.0,26247410.0,6.8,125,258084.0,2.39:1
568,Priest,78309131.0,60000000.0,14953664.0,5.7,87,111141.0,2.35
569,Pirates of the Caribbean: On Stranger Tides,1045713802.0,378500000.0,90151958.0,6.6,136,462979.0,2.39
570,The Tree of Life,54303319.0,32000000.0,493788.0,6.8,139,161772.0,1.85
571,The Hangover Part II,586764305.0,80000000.0,85946294.0,6.4,102,447262.0,2.39
572,The Roommate,40492759.0,16000000.0,15002635.0,4.8,91,34492.0,2.35
573,Kung Fu Panda 2,665692281.0,150000000.0,47835000.0,7.2,90,240504.0,2.39
574,X-Men: First Class,353624124.0,160000000.0,55101604.0,7.7,131,627696.0,2.39
575,Beginners,14311701.0,3200000.0,141340.0,7.2,105,85557.0,1.85
576,Super 8,260095986.0,50000000.0,35451168.0,7.0,112,328284.0,2.35
577,Green Lantern,219851172.0,200000000.0,53174303.0,5.5,114,259174.0,2.35
578,Mr. Popper's Penguins,189624452.0,55000000.0,18445355.0,6.0,94,83986.0,1.85
579,Bad Teacher,216197492.0,20000000.0,31603106.0,5.6,92,186808.0,1.85
580,Why Did I Get Married Too?,60673972.0,20000000.0,29289537.0,4.7,121,8848.0,1.85
581,Transformers: Dark of the Moon,1123790543.0,195000000.0,97852865.0,6.2,154,375037.0,2.39
582,Larry Crowne,72008245.0,30000000.0,13006875.0,6.1,98,60958.0,2.39
583,Your Highness,24856478.0,49900000.0,9360020.0,5.5,102,94684.0,2.35
584,Takers,69055695.0,20000000.0,20512304.0,6.2,107,55575.0,2.35
585,Zookeeper,169852759.0,80000000.0,20065617.0,5.2,102,54652.0,2.35
586,Horrible Bosses,209638559.0,35000000.0,28302165.0,6.9,98,409206.0,2.39:1
587,Cars 2,559852396.0,200000000.0,66135507.0,6.1,106,149248.0,2.39
588,Drive,81358796.0,15000000.0,11340461.0,7.8,100,544804.0,2.35
589,Captain America: The First Avenger,370569774.0,140000000.0,65058524.0,6.9,124,704504.0,1.85
590,"Crazy, Stupid, Love.",142851197.0,50000000.0,19104303.0,7.4,118,452121.0,2.39:1
591,One Day,59389433.0,15000000.0,5079566.0,7.0,107,132486.0,2.35
592,Winnie the Pooh,50145607.0,30000000.0,7857076.0,7.2,63,20559.0,1.85
593,The Smurfs,563749323.0,110000000.0,35611637.0,5.4,103,80316.0,1.78
594,Friends with Benefits,149542245.0,35000000.0,18622150.0,6.5,109,327547.0,2.35
595,Rise of the Planet of the Apes,482860185.0,93000000.0,54806191.0,7.6,105,484018.0,2.35
596,The Change-Up,75997067.0,52000000.0,13531115.0,6.3,112,160021.0,2.35
597,The Help,216639112.0,25000000.0,26044590.0,8.1,146,407274.0,1.85
598,Glee: The Concert Movie,18663238.0,9000000.0,5961231.0,5.4,84,5496.0,1.85
599,Final Destination 5,157887643.0,40000000.0,18031396.0,5.8,92,102126.0,2.39
600,Spy Kids: All the Time in the World,85564310.0,27000000.0,11644672.0,3.5,89,21324.0,1.85
601,The Debt,45636368.0,20000000.0,9949109.0,6.8,113,62465.0,2.35
602,Conan the Barbarian,63356133.0,90000000.0,10021215.0,5.2,113,92963.0,2.35
603,A Better Life,1863419.0,10000000.0,62087.0,7.2,98,14905.0,1.85
604,Moneyball,110206216.0,50000000.0,19501302.0,7.6,133,342681.0,1.85
605,The Avengers,1517935897.0,220000000.0,207438708.0,8.0,143,1222092.0,1.78
606,Warrior,24215385.0,25000000.0,5242107.0,8.2,140,417805.0,2.35
607,The Ides of March,75993061.0,12500000.0,10470143.0,7.1,101,210547.0,2.35
608,50/50,39187783.0,8000000.0,8644095.0,7.6,100,307649.0,1.85
609,Take Shelter,3099314.0,5000000.0,52041.0,7.4,121,86838.0,2.35
610,Real Steel,299268508.0,110000000.0,27319677.0,7.1,127,289234.0,2.35
611,Footloose,63543328.0,24000000.0,15556113.0,5.9,113,44530.0,2.35
612,The Thing,31505287.0,38000000.0,8493665.0,6.2,103,116776.0,2.39
613,The Three Musketeers,132274484.0,75000000.0,8674452.0,5.7,110,100418.0,2.35
614,In Time,173930596.0,40000000.0,12050368.0,6.7,109,356506.0,2.35
615,Margin Call,19484997.0,3500000.0,561904.0,7.1,107,111073.0,1.85
616,Paranormal Activity 3,207039844.0,5000000.0,52568183.0,5.8,83,87672.0,1.85
617,Abduction,86648359.0,35000000.0,10925253.0,5.1,106,74283.0,2.35
618,Machine Gun Preacher,1104633.0,30000000.0,45130.0,6.8,129,61380.0,2.35
619,Tower Heist,152930623.0,75000000.0,24025190.0,6.2,104,128933.0,2.35
620,J. Edgar,84606030.0,35000000.0,11217324.0,6.5,137,118801.0,2.39
621,The Adventures of Tintin,373993951.0,135000000.0,9720993.0,7.3,107,209007.0,2.39
622,Immortals,226904017.0,75000000.0,32206425.0,6.0,110,156689.0,1.85
623,Jack and Jill,150519217.0,79000000.0,25003575.0,3.3,91,74627.0,1.85
624,The Descendants,177243185.0,20000000.0,1190096.0,7.3,115,227326.0,2.35
625,The Muppets,165184237.0,45000000.0,29239026.0,7.1,103,84759.0,1.85
626,The Twilight Saga: Breaking Dawn - Part 1,712171856.0,110000000.0,138122261.0,4.9,117,214843.0,2.35
627,War Horse,177584879.0,66000000.0,14527972.0,7.2,146,141294.0,2.39
628,Extremely Loud & Incredibly Close,55247881.0,40000000.0,110775.0,6.9,129,95226.0,2.35
629,The Expendables 2,268993000.0,100000000.0,28591370.0,6.6,103,284404.0,2.35
630,The Hunger Games,694394724.0,78000000.0,152535747.0,7.2,142,815320.0,2.35
631,The Bourne Legacy,276144750.0,125000000.0,38142825.0,6.7,135,275926.0,2.39
632,Sherlock Holmes: A Game of Shadows,545448418.0,125000000.0,39637079.0,7.5,129,406205.0,2.39
633,Young Adult,22939027.0,12000000.0,310263.0,6.2,94,77050.0,1.85
634,New Year's Eve,142044638.0,56000000.0,13019180.0,5.7,118,79195.0,1.85
635,Mission: Impossible - Ghost Protocol,694713380.0,145000000.0,29556629.0,7.4,132,441310.0,1.43
636,We Bought a Zoo,120081841.0,50000000.0,9450000.0,7.1,124,130322.0,1.85
637,The Girl with the Dragon Tattoo,232617430.0,90000000.0,12750000.0,7.8,158,402313.0,2.39
