,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
638,The Darkest Hour,64626786.0,30000000.0,3000000.0,4.9,89,56303.0,2.35
639,Alvin and the Chipmunks: Chipwrecked,342695435.0,75000000.0,23244744.0,4.3,87,29662.0,1.85
640,Intruders,3012210.0,13000000.0,7620.0,5.4,100,19704.0,2.35
641,The Devil Inside,101758490.0,750000.0,33732515.0,4.2,83,34231.0,1.85
642,Contraband,96262212.0,25000000.0,24349815.0,6.5,109,113670.0,2.35
643,Underworld: Awakening,160112671.0,70000000.0,25306725.0,6.4,88,141854.0,1.85
644,The Grey,84339696.0,25000000.0,19665101.0,6.8,117,234352.0,2.35
645,Man on a Ledge,46221189.0,42000000.0,8001932.0,6.6,102,141049.0,2.35
646,Apollo 18,25562924.0,5000000.0,8704271.0,5.2,86,52500.0,1.33
647,Red Tails,50365498.0,58000000.0,18782154.0,5.9,125,32509.0,2.35
648,One for the Money,36893721.0,40000000.0,11515790.0,5.3,91,39429.0,2.35
649,Chronicle,126636097.0,12000000.0,22004098.0,7.0,84,234124.0,1.85
650,The Vow,196114570.0,30000000.0,41202458.0,6.8,104,178517.0,2.35
651,Journey 2: The Mysterious Island,335260290.0,79000000.0,27335363.0,5.8,94,87881.0,1.78
652,Ghost Rider: Spirit of Vengeance,149217355.0,57000000.0,22115334.0,4.3,96,107074.0,2.35
653,Project X,102731865.0,12000000.0,21051363.0,6.6,88,183094.0,1.85
654,The Lorax,348840316.0,70000000.0,70217070.0,6.4,86,93558.0,1.85
655,Act of Valor,82497035.0,12000000.0,10121.0,6.5,110,64730.0,2.35
656,This Means War,156491279.0,65000000.0,17405930.0,6.3,103,171231.0,2.35
657,John Carter,284139100.0,250000000.0,30180188.0,6.6,132,248167.0,2.35
658,21 Jump Street,201585328.0,42000000.0,36302612.0,7.2,109,493104.0,2.35
659,American Reunion,234989584.0,50000000.0,21514080.0,6.7,113,196809.0,1.85
660,The Cabin in the Woods,70768144.0,30000000.0,14743614.0,7.0,95,355670.0,2.40
661,The Raven,22485095.0,26000000.0,7289642.0,6.4,110,80788.0,2.35
662,Mirror Mirror,183018522.0,85000000.0,18132085.0,5.6,106,81335.0,1.85
663,Battleship,303025485.0,209000000.0,25534825.0,5.8,131,229877.0,2.39
664,The Five-Year Engagement,53909751.0,30000000.0,10610060.0,6.2,124,90371.0,1.85
665,Think Like a Man,96070507.0,12000000.0,33000000.0,6.5,122,42165.0,2.35
666,The Lucky One,99357138.0,25000000.0,22518358.0,6.5,101,97705.0,2.35
667,Safe,41564670.0,30000000.0,7892539.0,6.5,94,99350.0,2.35
668,Dark Shadows,245527149.0,150000000.0,29685274.0,6.2,113,238194.0,1.85
669,The Dictator,179379533.0,65000000.0,17435092.0,6.4,83,260847.0,2.39
670,Men in Black 3,624026776.0,225000000.0,54592779.0,6.8,106,324026.0,1.85
671,Snow White and the Huntsman,396592829.0,170000000.0,56217700.0,6.1,127,265184.0,2.39
672,Chernobyl Diaries,38390020.0,1000000.0,7955307.0,5.0,86,62277.0,1.85
673,Prometheus,403354469.0,130000000.0,51050101.0,7.0,124,552351.0,1.66
674,Moonrise Kingdom,68263166.0,16000000.0,522996.0,7.8,94,303624.0,1.85
675,Madagascar 3: Europe's Most Wanted,746921274.0,145000000.0,60316738.0,6.8,93,154633.0,1.85
676,Brave,538983207.0,185000000.0,66323594.0,7.1,93,355577.0,2.39
677,What to Expect When You're Expecting,84384002.0,40000000.0,10547068.0,5.7,110,67716.0,2.35
678,Abraham Lincoln: Vampire Hunter,116471580.0,69000000.0,16306974.0,5.9,105,145852.0,2.35
679,Rock of Ages,59418613.0,75000000.0,14437269.0,5.9,123,71640.0,2.35
680,Ted,549368315.0,50000000.0,54415205.0,6.9,106,553299.0,1.85
681,Magic Mike,167221571.0,7000000.0,39127170.0,6.1,110,127189.0,2.35
682,The Amazing Spider-Man,757930663.0,230000000.0,62004688.0,6.9,136,541728.0,1.43
683,Ice Age: Continental Drift,879765137.0,95000000.0,46629259.0,6.6,88,183358.0,2.35
684,Beasts of the Southern Wild,21080058.0,1800000.0,169702.0,7.3,93,78942.0,1.85
685,Savages,82966152.0,45000000.0,16016910.0,6.5,131,118228.0,2.39
686,Madea's Witness Protection,66899242.0,20000000.0,25390575.0,4.9,114,9786.0,1.85
687,The Watch,68267862.0,68000000.0,12750297.0,5.7,102,118329.0,2.35
688,Killer Joe,3665069.0,11000000.0,37864.0,6.7,102,69884.0,1.85
689,Ruby Sparks,9128263.0,8000000.0,140822.0,7.2,104,92933.0,1.85
690,Total Recall,198467168.0,125000000.0,25577758.0,6.3,118,234011.0,2.35
691,The Campaign,104907746.0,95000000.0,26588460.0,6.1,85,121461.0,1.85
692,Hope Springs,114281051.0,30000000.0,14650121.0,6.3,100,39549.0,2.35
693,ParaNorman,107139399.0,60000000.0,14087050.0,7.0,92,90356.0,2.35
694,Diary of a Wimpy Kid: Dog Days,77112176.0,22000000.0,14623599.0,6.3,94,20569.0,1.78
695,The Odd Life of Timothy Green,52685425.0,25000000.0,10822903.0,6.6,105,43783.0,1.85
696,Lawless,53676580.0,26000000.0,10001566.0,7.3,116,220444.0,2.35
697,Piranha 3DD,8493728.0,5000000.0,182237.0,3.7,83,38511.0,1.85
698,The Possession,85446075.0,14000000.0,17732480.0,5.9,92,55128.0,2.35
699,Bachelorette,11947954.0,3000000.0,181494.0,5.3,87,44111.0,2.35
700,The Words,13231461.0,6000000.0,4750894.0,7.0,102,72345.0,1.85
701,Pitch Perfect,113042075.0,17000000.0,5149433.0,7.2,112,265709.0,1.85
702,Samsara,5966671.0,4000000.0,105000.0,8.5,102,31310.0,2.39
703,Looper,176506819.0,30000000.0,20801552.0,7.4,113,516645.0,2.39
704,That's My Boy,58058367.0,70000000.0,13453714.0,5.5,116,86675.0,2.35
705,Trouble with the Curve,48963137.0,30000000.0,12162040.0,6.8,111,57943.0,2.39
706,The Master,28258060.0,32000000.0,736311.0,7.2,138,143444.0,1.85
707,End of Watch,53041274.0,7000000.0,13152683.0,7.6,109,219581.0,1.85
708,Katy Perry: Part of Me,32151701.0,12000000.0,7138266.0,5.8,93,13149.0,1.85
709,Frankenweenie,81491068.0,39000000.0,11412213.0,6.9,87,93228.0,1.85
710,Sinister,87727807.0,3000000.0,18007634.0,6.8,110,207564.0,2.35
711,Hotel Transylvania,358375603.0,85000000.0,42522194.0,7.1,91,213250.0,1.85
712,Argo,232325503.0,44500000.0,19458109.0,7.7,120,552842.0,2.39
713,Liberal Arts,1150681.0,2000000.0,27435.0,6.7,97,34935.0,2.35
714,Hoodwinked Too! Hood VS. Evil,23352752.0,30000000.0,4108630.0,4.7,86,11685.0,1.85
715,Paranormal Activity 4,142838957.0,5000000.0,29003866.0,4.6,88,60163.0,1.85
716,Alex Cross,34588412.0,35000000.0,11396768.0,5.1,101,31472.0,2.35
717,Here Comes the Boom,73239258.0,42000000.0,11816596.0,6.4,105,83451.0,1.85
718,Killing Them Softly,37930465.0,15000000.0,6812900.0,6.2,97,127332.0,2.35
719,The Sessions,9138338.0,1000000.0,113467.0,7.2,95,40449.0,1.85
720,Wreck-It Ralph,471222889.0,165000000.0,49038712.0,7.7,101,362813.0,2.39
721,Silver Linings Playbook,236412453.0,21000000.0,443003.0,7.7,122,639079.0,2.35
722,Flight,161772375.0,31000000.0,24900566.0,7.3,138,312659.0,2.39
723,Life of Pi,609016565.0,120000000.0,22451514.0,7.9,127,556950.0,1.33
724,The Man with the Iron Fists,19721245.0,15000000.0,7910980.0,5.4,95,59230.0,2.35
725,Lincoln,275293450.0,65000000.0,21049406.0,7.3,150,235920.0,2.39
726,The Twilight Saga: Breaking Dawn - Part 2,832660037.0,120000000.0,141067634.0,5.5,115,221682.0,2.35
727,Red Dawn,50950296.0,65000000.0,14276668.0,5.4,93,71361.0,2.35
728,Rise of the Guardians,306941670.0,145000000.0,23773465.0,7.3,97,150660.0,1.85
729,Step Up Revolution,165552290.0,33000000.0,11731708.0,6.4,99,52403.0,2.39
730,"Peace, Love & Misunderstanding",1105020.0,10000000.0,105960.0,5.9,96,7645.0,2.35
731,Hitchcock,23570541.0,15700000.0,287715.0,6.8,98,69994.0,2.35
732,Zero Dark Thirty,132820716.0,40000000.0,417150.0,7.4,157,260198.0,1.85
